name,main_category,sub_category,image,link,ratings,no_of_ratings,discount_price,actual_price
Kraftidy Dog Collar and Leash Belt with Name tag id Customized for Large Medium Small Puppy or Dogs Neck Collar and Rope L...,pet supplies,Dog supplies,https://m.media-amazon.com/images/I/51fGaYjXBrL._AC_UL320_.jpg,https://www.amazon.in/Kraftidy-Dog-Collar-Leash-Pink/dp/B0BM9VYF8W/ref=sr_1_6160?qid=1679214874&s=pet-supplies&sr=1-6160,4.8,6,₹499,₹699
slatters be royal store Reversible Dual Ultra Soft Velvet Luxury Maroon Black Color Sofa Bed PET Bed | Dog Bed | CAT Bed |...,pet supplies,Dog supplies,https://m.media-amazon.com/images/I/51Htl0Uw07L._AC_UL320_.jpg,https://www.amazon.in/Slatters-royal-store-Rectangular-Reversable/dp/B0842JFQ99/ref=sr_1_6161?qid=1679214874&s=pet-supplies&sr=1-6161,3.8,54,"₹1,439","₹2,499"
"BEAPHER Kalk Tab Calcium Dog Supplement, 60 Tablets Pack of 1",pet supplies,Dog supplies,https://m.media-amazon.com/images/I/41KONI3VbpL._AC_UL320_.jpg,https://www.amazon.in/BEAPHER-Kalk-Calcium-Supplement-Tablets/dp/B0BW3Q16ZK/ref=sr_1_6162?qid=1679214874&s=pet-supplies&sr=1-6162,,,₹279,₹310
"Pedigree Adult Chicken and Liver in Gravy, 1.05KG",pet supplies,Dog supplies,https://m.media-amazon.com/images/I/61W8p6uP1UL._AC_UL320_.jpg,https://www.amazon.in/Pedigree-Adult-Chicken-Liver-1-05KG/dp/B09Y1W24FK/ref=sr_1_6163?qid=1679214874&s=pet-supplies&sr=1-6163,4.7,5,"₹1,488","₹1,500"
HUFT World's Best Sis Bandana - S,pet supplies,Dog supplies,https://m.media-amazon.com/images/I/51vYXzpzb5L._AC_UL320_.jpg,https://www.amazon.in/HUFT-Worlds-Best-Sis-Bandana/dp/B0BS1KX9L6/ref=sr_1_6164?qid=1679214874&s=pet-supplies&sr=1-6164,,,,₹399
Emily Pets Dog Toy Large Size Spike Ball Chew Toy Transparent Rubber Squeaky Ball Dog Toys For Training Ball Inside Ball w...,pet supplies,Dog supplies,https://m.media-amazon.com/images/I/718sb+Q1lHL._AC_UL320_.jpg,https://www.amazon.in/Transparent-Rubber-Squeaky-Training-BasketBall/dp/B0B853THW8/ref=sr_1_6165?qid=1679214874&s=pet-supplies&sr=1-6165,5.0,1,₹286,₹378
Pet Needs Oh My Dog Cream Conditioner for Cat Dog-500 Gram,pet supplies,Dog supplies,https://m.media-amazon.com/images/I/61SMwcOtg-L._AC_UL320_.jpg,https://www.amazon.in/Pet-Needs-Cream-Conditioner-Dog-500/dp/B082G8J9S5/ref=sr_1_6166?qid=1679214874&s=pet-supplies&sr=1-6166,3.9,4,₹630,₹690
Fidele+ Dry Dog Food Puppy Large Breed Chicken with Natural Ingredients | No Soy | No Wheat | (2-18 Months Large Puppy Do...,pet supplies,Dog supplies,https://m.media-amazon.com/images/I/51Afi8sTD7L._AC_UL320_.jpg,https://www.amazon.in/Fidele-Food-Large-Puppy-3-Kg/dp/B09BVYLCL4/ref=sr_1_6167?qid=1679214874&s=pet-supplies&sr=1-6167,4.2,37,"₹1,725","₹1,925"
"INVIGRO - Standard Fish & Chicken Dry Adult Dog Food, High Protein Variant (Standard - 5 KG Pack)",pet supplies,Dog supplies,https://m.media-amazon.com/images/I/61M8p8y7FcL._AC_UL320_.jpg,https://www.amazon.in/INVIGRO-Adult-Protein-Variant-Standard/dp/B08776XNWX/ref=sr_1_6168?qid=1679214874&s=pet-supplies&sr=1-6168,3.8,13,,"₹1,030"
"Pets Empire Anti-Spill Waterhole Small Animal Dog Dishes and Bowl,Car Travel Pet Dog Cat Water Bowl 1 Piece - Color May Vary",pet supplies,Dog supplies,https://m.media-amazon.com/images/I/51WJVVpPSJL._AC_UL320_.jpg,https://www.amazon.in/Empire-Anti-Spill-Waterhole-Animal-Dishes/dp/B09NNWDLBD/ref=sr_1_6385?qid=1679214877&s=pet-supplies&sr=1-6385,5.0,1,₹720,₹899
Negaor Small Cremation Urn for Pet Ashes Mini Pet Keepsake Urn Stainless Steel Memorial Keepsake Urns for Dogs Cats Ashes ...,pet supplies,Dog supplies,https://m.media-amazon.com/images/I/51LFwzq47TS._AC_UL320_.jpg,https://www.amazon.in/Negaor-Cremation-Keepsake-Stainless-Memorial/dp/B097PWB5WD/ref=sr_1_6386?qid=1679214877&s=pet-supplies&sr=1-6386,5.0,1,"₹1,204.38","₹3,112"
My Mini Beast Dog Leash | Stylish Nylon Polyester Leash for Large and Medium Dogs | Heavy Pullers | Strong Hook (Checkered),pet supplies,Dog supplies,https://m.media-amazon.com/images/I/61yl6YORQiL._AC_UL320_.jpg,https://www.amazon.in/My-Mini-Beast-Polyester-Checkered/dp/B0BTW99KGX/ref=sr_1_6387?qid=1679214877&s=pet-supplies&sr=1-6387,,,₹349,₹999
FARMINA N&D Ocean – COD Pumpkin& Cantaloupe Melon - Grain Free - Dog Dry Food - Puppy - Mini Breed (800gram),pet supplies,Dog supplies,https://m.media-amazon.com/images/I/71ICI-aV1yL._AC_UL320_.jpg,https://www.amazon.in/FARMINA-Ocean-Pumpkin-Cantaloupe-800gram/dp/B0B71MQW34/ref=sr_1_6388?qid=1679214877&s=pet-supplies&sr=1-6388,4.5,2,₹890,₹990
VamaLeathers Strong Leash - Natural Cotton & Leather - Soft & No Sweat in Hand - Patent Applied Dual Handle Function - for...,pet supplies,Dog supplies,https://m.media-amazon.com/images/I/51PNjwcbceL._AC_UL320_.jpg,https://www.amazon.in/Vamaleathers-Natural-Material-Length-5-Width-3/dp/B071SK14RH/ref=sr_1_6389?qid=1679214877&s=pet-supplies&sr=1-6389,4.6,7,₹402,₹500
Petsy | Chip Chops Dog Treats - Sushi Rolls (Pack of 10),pet supplies,Dog supplies,https://m.media-amazon.com/images/I/61lkGLh4ESL._AC_UL320_.jpg,https://www.amazon.in/Pesty-Chip-Chops-Dog-Treats/dp/B09LD7BZ35/ref=sr_1_6390?qid=1679214877&s=pet-supplies&sr=1-6390,5.0,2,,"₹1,990"
